144;MARSEILLE;LILLE;AIX-EN-PROVENCE;BOBIGNY;PERPIGNAN;NANCY
145;PERIGUEUX;BERGERAC;PAU;BRIVE-LA-GAILLARDE;SAINTES;MONT-DE-MARSAN
146;CRETEIL;BOBIGNY;PONTOISE;EVRY;LISIEUX;BEAUVAIS
147;CARPENTRAS;AVIGNON;PRIVAS;NIMES;MARSEILLE;GAP
148;MONTAUBAN;AGEN;PAU;TOULOUSE;TARBES;ALBI
149;ANGERS;STRASBOURG;POITIERS;LILLE;NANCY;METZ
150;MARSEILLE;RENNES;LILLE;SAINT-ETIENNE;SAINT-NAZAIRE;NANCY
151;ORLEANS;RENNES;POITIERS;TOULON;SAINT-NAZAIRE;NANCY
152;LA ROCHELLE;BAYONNE;TOULOUSE;POITIERS;PAU;NIORT
153;VALENCIENNES;BETHUNE;AMIENS;PARIS;BOULOGNE-SUR-MER;LAON
154;COLMAR;MULHOUSE;SARREGUEMINES;AIX-EN-PROVENCE;METZ;NANCY
155;ANGOULEME;AGEN;PERIGUEUX;MONT-DE-MARSAN;PAU;BRIVE-LA-GAILLARDE
156;STRASBOURG;VERSAILLES;PONTOISE;LYON;NANCY;LONS-LE-SAUNIER
157;MEAUX;PONTOISE;LILLE;BEAUVAIS;ANNECY;SENLIS
158;NIMES;NICE;MARSEILLE;DUNKERQUE;LES SABLES-D'OLONNE;BOULOGNE-SUR-MER
159;AMIENS;ALENCON;BEAUVAIS;CHARTRES;LE MANS;SENLIS
160;CHALONS-EN-CHAMPAGNE;REIMS;NANCY;TROYES;DIJON;SOISSONS
161;BESANCON;CHALON-SUR-SAONE;LONS-LE-SAUNIER;BELFORT;VESOUL;BOURG-EN-BRESSE
162;MELUN;MEAUX;EVREUX;ROUEN;METZ;NANCY
163;LORIENT;LE HAVRE;RENNES;DUNKERQUE;BOULOGNE-SUR-MER;COUTANCES
164;LE HAVRE;ANGERS;CAEN;LE MANS;BOULOGNE-SUR-MER;BEAUVAIS
165;MARSEILLE;LILLE;TOULON;NARBONNE;PERPIGNAN;CLERMONT-FERRAND
166;MEAUX;VERSAILLES;PONTOISE;LILLE;BEAUVAIS;NANCY
167;AJACCIO;BASTIA;LA ROCHE-SUR-YON;BREST;SAINT-NAZAIRE;COUTANCES
168;GRASSE;NICE;MARSEILLE;AVIGNON;SAINT-NAZAIRE;CLERMONT-FERRAND
169;MEAUX;CRETEIL;PONTOISE;EVRY;NANCY;METZ
170;PONTOISE;NANTERRE;CRETEIL;EVRY;PERPIGNAN;BOULOGNE-SUR-MER
171;RENNES;TOURS;POITIERS;LYON;SAINT-BRIEUC;BOULOGNE-SUR-MER
172;VALENCE;SAINT-ETIENNE;DIJON;BOURG-EN-BRESSE;CLERMONT-FERRAND;NANCY
173;NIMES;AVIGNON;TOULOUSE;BEZIERS;PERPIGNAN;CASTRES
174;MARSEILLE;NANTERRE;CRETEIL;PONTOISE;NANCY;BOULOGNE-SUR-MER
175;POITIERS;TOURS;BESANCON;BOURG-EN-BRESSE;LIMOGES;CLERMONT-FERRAND
176;VALENCE;DIJON;BOURG-EN-BRESSE;DUNKERQUE;SAINT-NAZAIRE;CLERMONT-FERRAND
177;ANGERS;DIJON;LILLE;TOULON;CLERMONT-FERRAND;NANCY
178;BESANCON;MACON;AUXERRE;LYON;MULHOUSE;NANCY
179;BOURG-EN-BRESSE;ORLEANS;BESANCON;ROUEN;CLERMONT-FERRAND;NANCY
180;LILLE;LE HAVRE;STRASBOURG;PARIS;NANCY;METZ
181;VALENCE;AVIGNON;PRIVAS;BEZIERS;NARBONNE;LE PUY-EN-VELAY
182;VERSAILLES;CRETEIL;EVRY;PONTOISE;NANCY;METZ
183;GRASSE;MARSEILLE;NICE;NIORT;DRAGUIGNAN;DIGNE-LES-BAINS
184;MARSEILLE;AIX-EN-PROVENCE;LILLE;STRASBOURG;SAINT-NAZAIRE;BOULOGNE-SUR-MER
185;AJACCIO;BASTIA;NARBONNE;LYON;NANCY;PAU
186;ARRAS;BETHUNE;DUNKERQUE;DOUAI;BOULOGNE-SUR-MER;AVESNES-SUR-HELPE
187;NANTERRE;CRETEIL;PONTOISE;EVRY;NANCY;METZ
188;LORIENT;BREST;ANGERS;QUIMPER;SAINT-NAZAIRE;NIORT
189;TOURS;ORLEANS;LE MANS;LAVAL;SAINT-NAZAIRE;LES SABLES-D'OLONNE
190;STRASBOURG;MULHOUSE;NANCY;REIMS;METZ;THIONVILLE
191;NICE;AIX-EN-PROVENCE;DRAGUIGNAN;TOULON;PERPIGNAN;NANCY
192;TOULON;AVIGNON;NICE;LE HAVRE;PERPIGNAN;SAINT-NAZAIRE
193;MEAUX;NANTERRE;PONTOISE;EVRY;BEAUVAIS;SOISSONS
194;VERSAILLES;CHARTRES;ROUEN;LILLE;NANCY;BOULOGNE-SUR-MER
195;EVREUX;AMIENS;CAEN;ROUEN;COUTANCES;ALENCON
196;DRAGUIGNAN;AVIGNON;GRASSE;PAU;NICE;PERPIGNAN
197;EVRY;CHARTRES;CRETEIL;LE MANS;NANCY;BEAUVAIS
198;LILLE;TOULOUSE;BOBIGNY;LYON;BEAUVAIS;PAU
199;TOULON;NICE;MONTPELLIER;PERPIGNAN;BEZIERS;NANCY
200;VILLEFRANCHE-SUR-SAONE;BOURGOIN-JALLIEU;SAINT-ETIENNE;LYON;ROANNE;LE PUY-EN-VELAY
201;LA ROCHELLE;TOURS;POITIERS;SAINTES;LIMOGES;LES SABLES-D'OLONNE
202;ROUEN;LILLE;TOULOUSE;GRASSE;NANCY;LIMOGES
203;PERPIGNAN;GRASSE;NICE;CLERMONT-FERRAND;TOULON;SAINT-NAZAIRE
204;CHALON-SUR-SAONE;DIJON;BOURG-EN-BRESSE;LYON;LONS-LE-SAUNIER;AUXERRE
205;VALENCE;AVIGNON;CARPENTRAS;PRIVAS;BEZIERS;PERPIGNAN
206;PERPIGNAN;GRASSE;NICE;CLERMONT-FERRAND;TOULON;SAINT-NAZAIRE
207;ANGERS;TOURS;POITIERS;BOURGES;LIMOGES;NANCY
208;CRETEIL;LILLE;POITIERS;ORLEANS;BOULOGNE-SUR-MER;LISIEUX
209;BOBIGNY;MEAUX;MARSEILLE;PONTOISE;NANCY;METZ
210;ARRAS;LILLE;BETHUNE;TOURS;METZ;BEAUVAIS
211;BEZIERS;NARBONNE;PERPIGNAN;TARASCON;CARPENTRAS;PRIVAS
212;LYON;NICE;RENNES;TOULON;SAINT-NAZAIRE;PAU
213;PERPIGNAN;MONTPELLIER;PAU;AGEN;BEZIERS;NARBONNE
214;SAINT-NAZAIRE;AMIENS;BREST;PONTOISE;LISIEUX;MEAUX
215;REIMS;ORLEANS;LE MANS;EVREUX;BEAUVAIS;BOULOGNE-SUR-MER
216;MEAUX;ARRAS;LILLE;MARSEILLE;SAINT-NAZAIRE;BOULOGNE-SUR-MER
217;NARBONNE;NIMES;AIX-EN-PROVENCE;TOULOUSE;PERPIGNAN;CASTRES
218;ROUEN;TOURS;ORLEANS;LILLE;NANCY;SENLIS
219;CHALON-SUR-SAONE;BESANCON;AUXERRE;LONS-LE-SAUNIER;TROYES;BOURG-EN-BRESSE
220;AVIGNON;SAINT-ETIENNE;NIMES;GRASSE;PRIVAS;CLERMONT-FERRAND
221;SAINT-MALO;VANNES;BOULOGNE-SUR-MER;POITIERS;COUTANCES;SAINT-NAZAIRE
222;STRASBOURG;COLMAR;MULHOUSE;SAVERNE;NANCY;LONS-LE-SAUNIER
223;MARSEILLE;AIX-EN-PROVENCE;AVIGNON;TOULON;CLERMONT-FERRAND;PERPIGNAN
224;LILLE;DUNKERQUE;DOUAI;ARRAS;BOULOGNE-SUR-MER;AVESNES-SUR-HELPE
225;VILLEFRANCHE-SUR-SAONE;BOURG-EN-BRESSE;BESANCON;LYON;LONS-LE-SAUNIER;VESOUL
226;ANGERS;TOURS;LE HAVRE;LE MANS;NANCY;SAINT-NAZAIRE
227;AIX-EN-PROVENCE;AVIGNON;MARSEILLE;TOULOUSE;NANCY;METZ
228;BOBIGNY;CRETEIL;PONTOISE;MARSEILLE;BEAUVAIS;BOULOGNE-SUR-MER
229;MARSEILLE;AIX-EN-PROVENCE;MONTPELLIER;TOULOUSE;PERPIGNAN;PAU
230;MARSEILLE;TOULOUSE;LYON;LILLE;CLERMONT-FERRAND;NANCY
231;MARSEILLE;LILLE;ANGERS;TOULON;SAINT-NAZAIRE;BOULOGNE-SUR-MER
232;MONTPELLIER;CLERMONT-FERRAND;GRENOBLE;SAINT-ETIENNE;LE HAVRE;GAP
233;CRETEIL;BOBIGNY;EVRY;LILLE;NANCY;SENLIS
234;POITIERS;ANGERS;CHARTRES;NIORT;LE MANS;SAINT-NAZAIRE
235;BESANCON;COLMAR;TROYES;METZ;BOURG-EN-BRESSE;NANCY
236;ANGERS;LE MANS;RENNES;LA ROCHE-SUR-YON;SAINT-NAZAIRE;LES SABLES-D'OLONNE
237;STRASBOURG;RENNES;LILLE;BOURG-EN-BRESSE;CLERMONT-FERRAND;LIMOGES
238;STRASBOURG;LORIENT;LE HAVRE;SAINT-NAZAIRE;METZ;NANCY
239;POITIERS;BESANCON;LILLE;BETHUNE;BOULOGNE-SUR-MER;NANCY
240;MONTAUBAN;LA ROCHELLE;SAINTES;TOULOUSE;ALBI;TARBES
241;ANGOULEME;POITIERS;TOULOUSE;SAINTES;PAU;NIORT
242;GRENOBLE;BOURGOIN-JALLIEU;MARSEILLE;TOULON;LIMOGES;METZ
243;BOULOGNE-SUR-MER;DUNKERQUE;REIMS;CAEN;COUTANCES;LAON
244;ARRAS;DUNKERQUE;VALENCIENNES;MULHOUSE;BOULOGNE-SUR-MER;LIMOGES
245;ANNECY;NIMES;LYON;NARBONNE;CLERMONT-FERRAND;PERPIGNAN
246;ANGERS;LE MANS;TOURS;POITIERS;LES SABLES-D'OLONNE;SAINT-NAZAIRE
247;PARIS;LILLE;STRASBOURG;TOULOUSE;SAINT-NAZAIRE;BOULOGNE-SUR-MER
248;REIMS;PAU;NANCY;GRENOBLE;CLERMONT-FERRAND;PERPIGNAN
249;TOULON;GRASSE;DRAGUIGNAN;NARBONNE;PERPIGNAN;PAU
250;MEAUX;NANTERRE;EVRY;PONTOISE;BEAUVAIS;SENLIS
251;STRASBOURG;MULHOUSE;DIJON;LYON;BEAUVAIS;VESOUL
252;PONTOISE;VERSAILLES;BOBIGNY;EVRY;SENLIS;BEAUVAIS
253;STRASBOURG;NICE;TOULON;TROYES;SAINT-NAZAIRE;PAU
254;AJACCIO;TOULON;BASTIA;MARSEILLE;PAU;DIGNE-LES-BAINS
255;ANGERS;TOURS;ROUEN;BREST;SAINT-NAZAIRE;BOULOGNE-SUR-MER
256;LE HAVRE;TOURS;CAEN;BETHUNE;BOULOGNE-SUR-MER;BEAUVAIS
257;ORLEANS;LE HAVRE;AMIENS;POITIERS;BOULOGNE-SUR-MER;NANCY
258;MARSEILLE;BAYONNE;AIX-EN-PROVENCE;TOULON;PERPIGNAN;PAU
259;BASTIA;BAYONNE;TOULON;GRASSE;LES SABLES-D'OLONNE;CASTRES
260;PONTOISE;NANTERRE;ANGOULEME;COMPIEGNE;NANCY;METZ
261;TOURS;ANGERS;TOULON;TROYES;PAU;NANCY
262;BESANCON;MONTBELIARD;BELFORT;COLMAR;LONS-LE-SAUNIER;NANCY
263;PARIS;BOBIGNY;SAVERNE;ALBERTVILLE;CLERMONT-FERRAND;PAU
264;MEAUX;LILLE;REIMS;TOULON;NANCY;METZ
265;ANGERS;CHARTRES;LE MANS;LA ROCHE-SUR-YON;SAINT-NAZAIRE;SAINT-BRIEUC
266;MARSEILLE;LA ROCHELLE;RENNES;LILLE;SAINT-NAZAIRE;LES SABLES-D'OLONNE
267;LILLE;NANTERRE;PONTOISE;STRASBOURG;CLERMONT-FERRAND;NANCY
268;CHAMBERY;MONTAUBAN;PERPIGNAN;GRENOBLE;GAP;DIGNE-LES-BAINS
269;LORIENT;QUIMPER;RENNES;SAINT-NAZAIRE;LE MANS;COUTANCES
270;BLOIS;ANGERS;LE MANS;ROUEN;NANCY;METZ
271;REIMS;AMIENS;ROUEN;PONTOISE;NANCY;METZ
272;BASTIA;AJACCIO;PERIGUEUX;MONT-DE-MARSAN;AUCH;DIGNE-LES-BAINS
273;REIMS;STRASBOURG;LILLE;NANCY;METZ;ROUEN
274;TOULON;NICE;NIMES;DRAGUIGNAN;PERPIGNAN;CLERMONT-FERRAND
275;REIMS;AMIENS;CHALONS-EN-CHAMPAGNE;TROYES;SOISSONS;LAON
276;TOULON;NICE;NIMES;TOULOUSE;SAINT-NAZAIRE;NANCY
277;MARSEILLE;PARIS;AIX-EN-PROVENCE;LYON;SAINT-NAZAIRE;PERPIGNAN
278;LYON;MARSEILLE;NANTERRE;SAINT-ETIENNE;CLERMONT-FERRAND;SAINT-NAZAIRE
279;REIMS;BAYONNE;CHALONS-EN-CHAMPAGNE;LE MANS;LES SABLES-D'OLONNE;CHATEAUROUX
280;NANTERRE;CRETEIL;EVRY;LILLE;BEAUVAIS;NANCY
281;EVRY;BOBIGNY;NANTERRE;PONTOISE;SENLIS;SOISSONS
282;VILLEFRANCHE-SUR-SAONE;NARBONNE;VIENNE;CLERMONT-FERRAND;BEZIERS;LE PUY-EN-VELAY
283;MARSEILLE;LILLE;LYON;TOULOUSE;NANCY;BOULOGNE-SUR-MER
284;GRENOBLE;ANGERS;NANCY;DUNKERQUE;BOURGES;CLERMONT-FERRAND
285;LILLE;PONTOISE;LYON;MARSEILLE;METZ;NANCY
286;STRASBOURG;CLERMONT-FERRAND;COLMAR;BOURGES;LE PUY-EN-VELAY;LE HAVRE
287;BOBIGNY;MEAUX;PONTOISE;LILLE;SENLIS;BOULOGNE-SUR-MER
288;BESANCON;COLMAR;LONS-LE-SAUNIER;METZ;THONON-LES-BAINS;PERPIGNAN
289;LYON;GRENOBLE;MARSEILLE;NICE;CLERMONT-FERRAND;NANCY
290;REIMS;ARRAS;METZ;BETHUNE;NANCY;BOULOGNE-SUR-MER
291;CRETEIL;NANTERRE;PONTOISE;EVRY;BEAUVAIS;SENLIS
292;RENNES;ANGERS;BREST;SAINT-NAZAIRE;LES SABLES-D'OLONNE;TROYES
293;ROUEN;CHARTRES;ORLEANS;TROYES;AUXERRE;PAU
